Внешний ID;Ссылка на товар;Артикул;Корневая;Подкатегория 1;Подкатегория 2;Название товара или услуги;Время доставки: Минимальное;Время доставки: Максимальное;Старая цена;Цена продажи;Cебестоимость;Категории;Остаток;Штрих-код;Краткое описание;Полное описание;Габариты варианта;Вес;Размещение на сайте;НДС;Валюта склада;Изображения варианта;Изображения;Ссылка на видео;Параметр: Артикул;Параметр: Пол (Системный);Параметр: Бренд (Системный);Параметр: Логотип бренда (Системный);Параметр: Серия (Системный);Параметр: Дата релиза (Системный);Параметры;Свойства;Размерная сетка;Связанные товары;Ключевые слова;Параметр: Верхняя высота;Параметр: Стиль носка;Параметр: Применимый сезон;Параметр: Тип каблука;Параметр: Основной цвет;Параметр: Дата выхода;Параметр: Подбор цветов;Параметр: Цена предложения;Параметр: Основной номер товара;Параметр: Применимые сценарии;Параметр: Функциональная;Параметр: Применимое место проведения;Параметр: Класс кроссовок для бега;Параметр: Общий вес обуви (приблизительно);Параметр: Подошва;Параметр: Верхний;Параметр: Промежуточная подошва;Параметр: Верхний материал;Параметр: Закрытый режим;Параметр: Материал подошвы;Параметр: Дополнительный цвет;Параметр: Типы шипов;Параметр: Сорт обуви;Параметр: Применимая ширина стопы;Свойство: Цвет;Свойство: Размер;Свойство: Верхняя высота
718165-8900461047417678;https://www.thepoizon.ru/product/8900049401587678;718165-8900461047417678;Обувь;;;;15;24;;0;0;"";0;;"";;;;false;NO_VAT;RUB;;https://cdn.poizon.com/pro-img/origin-img/20250320/397cdde90d2f4e7bab1ef156e4b1e69e.jpg https://cdn.poizon.com/pro-img/origin-img/2025061613/60288da6932de420bf4b84144cde2fcb.jpg https://cdn.poizon.com/pro-img/origin-img/20250320/eaff15743b9a465895400713a4e0d04b.jpg https://cdn.poizon.com/pro-img/origin-img/20250320/5cf8a86617254c8aa02bbad789b9cff5.jpg https://cdn.poizon.com/pro-img/origin-img/2025061613/1cdfb2e54643ca68ee80a315fc58ea22.jpg;;3WD30301349;Женщины;On;;;;"";"";[];;;Низкий вырез;Круглая голова;Весна, лето, осень, зима;Толстое дно;Розовый;2023.10;Розовый;¥1628;3WD30301349;;;;;;;;;;;;;;;;Розовый;36;
